access	[ˈækˌsɛs]	v. 获取 n. 接近，入口
bread	[brɛd]	n. 面包；食物，粮食
sorrow	[ˈsɑroʊ]	n. 悲痛，悲哀，悲伤
cattle	[ˈkætəl]	n. 牛；牲口，家畜
inspect	[ˌɪnˈspɛkt]	v. 检查，审查；检阅
mental	[ˈmɛntəl]	adj. 精神的；智力的
mushroom	[ˈməʃrum]	n. 蘑菇，菌类植物
review	[ˌrivˈju]	v. 再检查 n. 复习
beautiful	[ˈbjutəfəl]	adj. 美的，美丽的
descend	[dɪˈsɛnd]	v. 下来，下降；下倾
Fahrenheit	[ˈfɛrənˌhaɪt]	n. 华氏温度
freedom	[ˈfridəm]	n. 自由；自主
grave	[greɪv]	n. 坟墓 adj. 严重的
lumber	[ˈləmbər]	n. 木材；木料；制材
encounter	[ɪnˈkaʊnər]	v. 遭遇，遇到 n. 遭遇
atmosphere	[ˈætməsˌfɪr]	n. 气氛；大气；空气
toe	[toʊ]	n. 脚趾；足尖
touch	[təʧ]	v. 触摸；触动；感动 n. 触
troublesome	[ˈtrəbəlsəm]	adj. 令人烦恼的；麻烦的
congratulation	[kənˌgræʧəˈleɪʃən]	n. 祝贺；祝贺词
package	[ˈpækɪʤ]	n. 包裹，包，捆
part	[pɑrt]	n. 一部分；零件
credit	[ˈkrɛdɪt]	n. 信用贷款；信用
judge	[ʤəʤ]	n. 法官；裁判员
original	[ərˈɪʤənəl]	adj. 最初的；新颖的
decision	[dɪˈsɪʒən]	n. 决定，决心；果断
compose	[kəmˈpoʊz]	v. 创作；组成，构成
rag	[ræg]	n. 破布，碎布，抹布
satellite	[ˈsætəˌlaɪt]	n. 人造卫星；卫星
transport	[ˈtrænspɔrt]	v. 运输 n. 运输
drawing	[drɔɪŋ]	n. 图画，素描；绘图
protective	[prəˈtɛktɪv]	adj. 保护的，防护的
ago	[əˈgoʊ]	adv. 以前
signature	[ˈsɪgnəʧər]	n. 署名，签字，签名
primary	[ˈpraɪˌmɛri]	adj. 基本的；最初的
poem	[poʊəm]	n. 诗，韵文，诗体文
hear	[hir]	v. 听见；听说；审讯
overall	[ˈoʊvərˌɔl]	n. 工装裤 adj. 全面的
freely	[ˈfrili]	adv. 自由地；直率地
creature	[ˈkriʧər]	n. 生物，动物
specify	[ˈspɛsəˌfaɪ]	v. 详细说明；指定
combine	[ˈkɑmbaɪn]	v. 使结合；兼有
solar	[ˈsoʊlər]	adj. 太阳的，日光的
sort	[sɔrt]	n. 种类；类别 v. 整理
dishonour	[dishonour*]	n. 不光彩；丢脸的人
permit	[ˈpərˌmɪt]	v. 允许 n. 执照
magnificent	[mægˈnɪfɪsənt]	adj. 壮丽的；华丽的
drift	[drɪft]	v. 漂流；漂泊 n. 趋势；流动
investigate	[ˌɪnˈvɛstəˌgeɪt]	v. 调查
proper	[ˈprɑpər]	adj. 适合的；合乎体统的
lame	[leɪm]	adj. 跛的；瘸的，残废的
mechanical	[məˈkænɪkəl]	adj. 机械的；力学的
vital	[ˈvaɪtəl]	adj. 生命的；有生命力的
clumsy	[ˈkləmzi]	adj. 笨拙的；愚笨的
relieve	[rɪˈliv]	v. 减轻；解除
describe	[dɪˈskraɪb]	v. 形容；描写，描绘
author	[ˈɔθər]	n. 作者，作家
happy	[ˈhæpi]	adj. 快乐的；幸福的
glide	[glaɪd]	v. 滑动 n. 滑行
drain	[dreɪn]	v. 排去；放水 n. 耗竭
pen	[pɛn]	n. 钢笔，自来水笔
fatigue	[fəˈtig]	n. 疲劳，劳累
nonsense	[ˈnɑnsɛns]	n. 胡说，废话
absolute	[ˈæbsəˌlut]	adj. 纯粹的；绝对的
sack	[sæk]	n. 袋，麻袋；开除
apparatus	[ˌæpərˈætəs]	n. 器械，仪器；器官
next	[nɛkst]	adj. 紧接的；贴近的
grace	[greɪs]	n. 优美；文雅；雅致
preface	[ˈprɛfəs]	n. 序言，前言，引语
tone	[toʊn]	n. 音；腔调；声调
stove	[stoʊv]	n. 炉头；炉子
identical	[aɪˈdɛntɪkəl]	adj. 完全相同的；同一的
adjective	[ˈæʤɪktɪv]	n. 形容词
knee	[ni]	n. 膝，膝盖，膝关节
artist	[ˈɑrtɪst]	n. 艺术家，美术家
choke	[ʧoʊk]	v. 使窒息；塞满
regardless	[rəˈgɑrdləs]	adv. 不顾一切地
reader	[ˈridər]	n. 读者；读物，读本
horizontal	[ˌhɔrəˈzɑntəl]	adj. 地平的；水平的
acceptable	[əkˈsɛptəbəl]	adj. 可接受的，合意的
mail	[meɪl]	n. 邮件 v. 邮寄
cloud	[klaʊd]	n. 云；云状物；阴影
busy	[ˈbɪzi]	adj. 忙的；繁忙的
secretary	[ˈsɛkrəˌtɛri]	n. 秘书；书记；大臣
deadly	[ˈdɛdli]	adj. 致命的；死一般的
harbour	[ˈhɑrbər]	n. 海港，港口 v. 庇护
bloom	[blum]	n. 花；开花，开花期
retain	[rɪˈteɪn]	v. 保持，保留，保有
contest	[ˈkɑntɛst]	v. 争夺，争取；辩驳
output	[ˈaʊtˌpʊt]	n. 产量；输出量；输出
railroad	[ˈreɪˌlroʊd]	n. 铁路
institution	[ˌɪnstɪˈtuʃən]	n. 协会；制度，习俗
engine	[ˈɪnʤən]	n. 发动机，引擎；机车
flesh	[flɛʃ]	n. 肉，肌肉；肉体
brother	[ˈbrəðər]	n. 兄弟；同事，同胞
inch	[ɪnʧ]	n. 英寸
aeroplane	[aeroplane*]	n. 飞机
coffee	[ˈkɔfi]	n. 咖啡，咖啡茶
emit	[ɪˈmɪt]	v. 散发；发射；发表
as	[ɛz]	conj. 当…的时候
elementary	[ˌɛləˈmɛnʧri]	adj. 基本的；初级的
editor	[ˈɛdɪtər]	n. 编辑，编者，校订者
coin	[kɔɪn]	n. 硬币 v. 铸造（硬币）
definite	[ˈdɛfənət]	adj. 明确的；肯定的
skim	[skɪm]	v. 掠过，擦过；略读
tourist	[ˈtʊrɪst]	n. 旅游者，观光者
flourish	[flərɪʃ]	v. 繁荣，茂盛，兴旺
taste	[teɪst]	n. 味觉；品味
ending	[ˈɛndɪŋ]	n. 结尾，结局
confirm	[kənˈfərm]	v. 证实；肯定；批准
nearly	[ˈnɪrli]	adv. 差不多
away	[əˈweɪ]	adv. 离开，远离；…去
puzzle	[ˈpəzəl]	n. 难题；谜 v. 使迷惑
lawyer	[ˈlɔjər]	n. 律师；法学家
precision	[priˈsɪʒən]	n. 精确，精密，精密度
debt	[dɛt]	n. 债，债务；欠债
promote	[prəˈmoʊt]	v. 促进，发扬；提升
gasp	[gæsp]	v. 气喘，喘息
publish	[ˈpəblɪʃ]	v. 出版；发表；公布
cubic	[ˈkjubɪk]	adj. 立方形的；立方的
smart	[smɑrt]	adj. 聪颖的，机灵的
floor	[flɔr]	n. 地板；楼层
dispute	[dɪˈspjut]	v. 争论，争执 n. 争论
blackboard	[ˈblækˌbɔrd]	n. 黑板
install	[ˌɪnˈstɔl]	v. 安装，设置
deceit	[dɪˈsit]	n. 欺骗，欺诈
forecast	[ˈfɔrˌkæst]	n. 预测，预报 v. 预示
now	[naʊ]	adv. 现在；立刻
believe	[bɪˈliv]	v. 相信；认为
mile	[maɪl]	n. 英里
gap	[gæp]	n. 缺口；间隔；差距
occur	[əˈkər]	v. 发生；出现；存在
glove	[gləv]	n. 手套
graduate	[ˈgræʤəˌweɪt]	n. 毕业生 v. 大学毕业
club	[kləb]	n. 〔职业体育的〕俱乐部；俱乐部；夜总会
fierce	[fɪrs]	adj. 凶猛的；狂热的
dump	[dəmp]	v. 倾卸，倾倒；倾销
lag	[læg]	v. 落后；走得慢
hammer	[ˈhæmər]	n. 锤，榔头 v. 锤击
congratulate	[kənˈgræʧəˌleɪt]	v. 祝贺，向…道喜
storage	[ˈstɔrɪʤ]	n. 贮藏；贮藏量
guess	[gɛs]	v. 猜测，推测 n. 猜测，推测
desirable	[dɪˈzaɪərəbəl]	adj. 值得相望的；可取的
critic	[ˈkrɪtɪk]	n. 批评家；爱挑剔的人
bottom	[ˈbɑtəm]	n. 底，底部，根基
bud	[bəd]	n. 芽，萌芽；蓓蕾
Australia	[ɔˈstreɪljə]	n. 澳大利亚
resident	[ˈrɛzɪdənt]	adj. 居住的 n. 居民
choose	[ʧuz]	v. 选择，挑选；情愿
meanwhile	[ˈminˌwaɪl]	adv. 同时，当时
exclude	[ɪkˈsklud]	v. 把…排除在外
convenience	[kənˈvinjəns]	n. 便利，方便；厕所
rank	[ræŋk]	n. 排，横行；社会阶层
nowadays	[ˈnaʊəˌdeɪz]	adv. 现今，现在
fall	[fɔl]	v. 落下；跌倒；陷落
furious	[fˈjʊriəs]	adj. 狂怒的；狂暴的
tap	[tæp]	n. 轻叩 v. 轻叩
immediate	[ˌɪˈmiˌdiət]	adj. 立即的；直接的
bruise	[bruz]	n. 青肿，伤痕；擦伤
be	[bi]	v. 是；在
politics	[ˈpɑləˌtɪks]	n. 政治，政纲；政治学
define	[dɪˈfaɪn]	v. 给…下定义；限定
heavily	[ˈhɛvəli]	adv. 重重地；大量地
pat	[pæt]	v. 轻拍 n. 轻拍
dose	[doʊs]	n. 剂量，用量；一剂
operate	[ˈɔpərˌeɪt]	v. 操作；施行手术
observe	[əbˈzərv]	v. 看到；遵守；说
auxiliary	[ɑgˈzɪljəri]	adj. 辅助的
proportion	[prəˈpɔrʃən]	n. 部分；比，比率
record	[ˈrɛkərd]	n. 记录；履历 v. 记录
groan	[groʊn]	v. 哼，呻吟 n. 呻吟
faith	[feɪθ]	n. 信任，信心；信仰
meat	[mit]	n. 肉
harden	[ˈhɑrdən]	v. 使变硬
particular	[ˌpɑˈtɪkjələr]	adj. 特定的；特殊的
arm	[ɑrm]	n. 臂；臂状物；武器
lip	[lɪp]	n. 嘴唇
fable	[ˈfeɪbəl]	n. 寓言；虚构的故事
excuse	[ɪkˈskjuz]	v. 原谅；免除 n. 借口
discharge	[ˈdɪsˌʧɑrʤ]	v. 释放；排出 n. 释放
cellar	[ˈsɛlər]	n. 地窑，地下室
noisy	[ˈnɔɪzi]	adj. 喧闹的；嘈杂的
systematic	[ˌsɪstəˈmætɪk]	adj. 有系统的；有计划的
trail	[treɪl]	n. 小径；痕迹 v. 跟踪
her	[hər]	pron. （宾格）她 determiner.. 她的
rather	[ˈrəðər]	adv. 相当；宁可，宁愿
liquid	[ˈlɪkwɪd]	n. 液体 adj. 液体的
indirect	[ˌɪndərˈɛkt]	adj. 间接的；不坦率的
meantime	[ˈminˌtaɪm]	n. 其时，其间 adv. 当时
portion	[ˈpɔrʃən]	n. 一部分；一份
dinner	[ˈdɪnər]	n. 正餐，主餐；宴会
distribution	[ˌdɪstrəˈbjuʃən]	n. 分发，分配；分布
African	[ˈæfrɪkɑn]	adj. 非洲的 n. 非洲人
emphasize	[ˈɛmfəˌsaɪz]	v. 强调，着重
kill	[kɪl]	v. 杀死；扼杀；消磨
cough	[kɔf]	v. 咳，咳嗽 n. 咳嗽
restraint	[rɪˈstreɪnt]	n. 抑制；遏制；克制
composition	[ˌkɑmpəˈzɪʃən]	n. 构成；作品；写作
porter	[ˈpɔrtər]	n. 搬运工人
verify	[ˈvɛrəˌfaɪ]	v. 证实，查证；证明
it	[ɪt]	pron. 这，那，它
comb	[koʊm]	n. 梳子 v. 梳理
conquest	[ˈkɑŋkwɛst]	n. 攻取，征服；克服
bristle	[ˈbrɪsəl]	n. 短而硬的毛；鬃毛
especially	[əˈspɛʃəli]	adv. 尤其；特别，格外
absent	[ˈæbsənt]	adj. 不在场的；缺乏的
bottle	[ˈbɑtəl]	n. 瓶，酒瓶；一瓶
crush	[krəʃ]	v. 压碎，碾碎；镇压
delegation	[ˌdɛləˈgeɪʃən]	n. 代表团
ourselves	[ɑrˈsɛlvz]	pron. 我们自己
civilization	[ˌsɪvəlɪˈzeɪʃən]	n. 文明，文化；开化
objective	[əˈbʤɛktɪv]	adj. 客观的；无偏见的
sulphur	[ˈsəlfər]	n. 硫（磺），硫黄
request	[rɪkˈwɛst]	n. 请求，要求 v. 请求，要求
talent	[ˈtælənt]	n. 才能；天才；人才
physical	[ˈfɪzɪkəl]	adj. 物质的；物理的
appliance	[əˈplaɪəns]	n. 用具，器具，器械
inspection	[ˌɪnˈspɛkʃən]	n. 检阅；检查，审查
bang	[bæŋ]	n. 巨响，枪声；猛击
reflect	[rɪˈflɛkt]	v. 反射；反映；思考
happiness	[ˈhæpinəs]	n. 幸福，幸运；快乐
attention	[əˈtɛnʃən]	n. 注意，留心；注意力
January	[ˈʤænjuˌɛri]	n. 一月
venture	[ˈvɛnʧər]	n. 冒险 v. 敢于
input	[ˈɪnˌpʊt]	n. 输入；投入的资金
roar	[rɔr]	v. 吼叫；呼喊 n. 吼
faithful	[ˈfeɪθfəl]	adj. 忠诚的；如实的
monkey	[ˈməŋki]	n. 猴子，猿
behalf	[bɪˈhæf]	n. 代表某人
operator	[ˈɑpərˌeɪtər]	n. 接线员；操作人员
humble	[ˈhəmbəl]	adj. 谦逊的；地位低下的
manufacturer	[ˌmænjəˈfækʧərər]	n. 制造商；制造厂
mug	[məg]	n. 大杯
goat	[goʊt]	n. 山羊
democracy	[dɪˈmɑkrəsi]	n. 民主制；民主
represent	[ˌrɛprɪˈzɛnt]	v. 代表；象征；描绘
accustom	[əˈkəstəm]	v. 使习惯
city	[ˈsɪti]	n. 城市，都市
spoil	[spɔɪl]	v. 损坏，糟蹋；宠坏
packet	[ˈpækɪt]	n. 小包（裹），小捆
object	[ˈɑbʤɛkt]	n. 物，物体；目的
rate	[reɪt]	n. 比率；速度；价格
American	[əˈmɛrɪkən]	adj. 美洲的 n. 美国人
pull	[pʊl]	v. 拉，拖 n. 拉，拉力
mixture	[ˈmɪksʧər]	n. 混合；混合物
October	[ɑkˈtoʊbər]	n. 十月
pigeon	[ˈpɪʤɪn]	n. 鸽子
conversely	[ˈkɑnvərsli]	adv. 相反地
multiply	[ˈməltəˌplaɪ]	v. 乘；使增加
divorce	[dɪˈvɔrs]	n. 离婚，离异 v. 离婚
tray	[treɪ]	n. 托盘，碟；（浅）盘
contrast	[ˈkɑntræst]	n. 对比，对照，悬殊
mad	[mæd]	adj. 发疯的；恼火的
sacrifice	[ˈsækrəˌfaɪs]	n. 牺牲；献祭 v. 牺牲；献祭
various	[ˈvɛriəs]	adj. 各种各样的，不同的
stuff	[stəf]	n. 东西 v. 装，填，塞
rely	[rɪˈlaɪ]	v. 依赖，依靠；信赖
diameter	[daɪˈæmətər]	n. 直径
boss	[bɔs]	n. 老板，上司 v. 指挥
dying	[daɪɪŋ]	adj. 垂死的；临终的
indeed	[ˌɪnˈdid]	adv. 确实；真正地
ignorant	[ˈɪgnərənt]	adj. 不知道的；无知的
occasionally	[ɔˈkeɪʒənəˌli]	adv. 偶然；非经常地
decent	[ˈdisənt]	adj. 体面的；正派的
human	[ˈjumən]	adj. 人的，人类的 n. 人
glitter	[ˈglɪtər]	v. 闪闪发光 n. 闪光
receipt	[rɪˈsit]	n. 收条，收据；收到
adventure	[ədˈvɛnʧər]	n. 冒险；惊险活动
lover	[ˈləvər]	n. 情人；情侣；爱好者
infant	[ˈɪnfənt]	n. 婴儿 adj. 婴儿的
muddy	[ˈmədi]	adj. 多泥的，泥泞的
beast	[bist]	n. 兽，野兽
faint	[feɪnt]	adj. 微弱的；虚弱的
alarm	[əˈlɑrm]	n. 警报；惊恐，忧虑
convention	[kənˈvɛnʃən]	n. 习俗，惯例；公约
durable	[ˈdʊrəbəl]	adj. 耐久的，耐用的
bed	[bɛd]	n. 床，床位；圃；河床
silent	[ˈsaɪlənt]	adj. 寂静无声的；沉默的
dislike	[dɪsˈlaɪk]	v. 不喜爱，厌恶 n. 不喜爱，厌恶
greatly	[ˈgreɪtli]	adv. 大大地，非常
quotation	[kwoʊˈteɪʃən]	n. 引用；引文；报价单
pity	[ˈpɪti]	n. 遗憾；怜悯 v. 同情
border	[ˈbɔrdər]	n. 边，边缘；边界
panel	[ˈpænəl]	n. 专门小组；面，板
wrap	[ræp]	v. 裹，包，捆 n. 披肩
passage	[ˈpæsɪʤ]	n. 通路，通道；通过
waken	[ˈweɪkən]	v. 醒来；弄醒
care	[kɛr]	v. 介意；关心 n. 小心
major	[ˈmeɪʤər]	adj. 较大的 n. 专业
organic	[ɔrˈgænɪk]	adj. 有机体的；器官的
easy	[ˈizi]	adj. 容易的；安逸的
improve	[ˌɪmˈpruv]	v. 改善；使更好
hi	[haɪ]	int. 嗨（表示问候等）
tissue	[ˈtɪʃu]	n. 薄绢；薄纸；组织
vigorous	[ˈvɪgərəs]	adj. 朝气蓬勃的
fancy	[ˈfænsi]	n. 想象力；设想；爱好
income	[ˈɪnˌkəm]	n. 收入；收益；进款
knot	[nɑt]	n. （绳的）结；（树的）节
construction	[kənˈstrəkʃən]	n. 建造；建筑；建筑物
inquire	[ˌɪnkˈwaɪr]	v. 打听，询问；调查
spark	[spɑrk]	n. 火花，火星
aside	[əˈsaɪd]	adv. 在旁边，到旁边
stripe	[straɪp]	n. 条纹，条子
meter	[ˈmitər]	n. 计量器；计，表
frequent	[ˈfrikˌwɛnt]	adj. 时常发生的；经常的
pure	[pjʊr]	adj. 纯粹的；纯洁的
beyond	[bɪɔnd]	prep. 在…的那边
eager	[ˈigər]	adj. 渴望的，热切的
fox	[fɑks]	n. 狐狸；狡猾的人
penny	[ˈpɛni]	n. （英）便士；（美）分
infer	[ˌɪnˈfər]	v. 推论，推断；猜想
steam	[stim]	n. 蒸汽 v. 蒸发；蒸
file	[faɪl]	n. 档案 v. 把…归档
midnight	[ˈmɪdˌnaɪt]	n. 午夜，子夜，夜半
scientific	[ˌsaɪənˈtɪfɪk]	adj. 科学（上）的
oil	[ɔɪl]	n. 油；石油 v. 加油于
instruct	[ˌɪnˈstrəkt]	v. 指示；教；通知
protest	[ˈproʊˌtɛst]	n. 抗议 v. 抗议
cancer	[ˈkænsər]	n. 癌，癌症，肿瘤
instantly	[ˈɪnstəntli]	adv. 立即，即刻
Chinese	[ʧaɪˈniz]	adj. 中国的 n. 中国人
remedy	[ˈrɛmədi]	n. 治疗；补救 v. 治疗；补救
good	[gʊd]	adj. 好的；有本事的
method	[ˈmɛθəd]	n. 方法，办法；教学法
monthly	[ˈmənθli]	adj. 每月的 adv. 每月
dream	[drim]	n. 梦；梦想 v. 做梦
load	[loʊd]	v. 装；装满 n. 负载
fuel	[fjuəl]	n. 燃料 v. 给…加燃料
modern	[ˈmɑdərn]	adj. 现代的，近代的
common	[ˈkɑmən]	adj. 普通的；共同的
recommend	[ˌrɛkəˈmɛnd]	v. 劝告；推荐，介绍
produce	[ˈproʊdus]	v. 产生；生产；展现
definition	[ˌdɛfəˈnɪʃən]	n. 定义，释义；定界
castle	[ˈkæsəl]	n. 城堡；巨大建筑物
supreme	[səˈprim]	adj. 最高的；最大的
ask	[æsk]	v. 问；要求；邀请
dumb	[dəm]	adj. 哑的；无言的
pin	[pɪn]	n. 针，饰针 v. 别住
attain	[əˈteɪn]	v. 获得；达到
curtain	[ˈkərtən]	n. 帘，窗帘；幕（布）
raise	[reɪz]	v. 举起；引起；提高
fog	[fɔg]	n. 雾；烟雾，尘雾
rotten	[ˈrɑtən]	adj. 腐烂的，发臭的
mysterious	[mɪˈstɪriəs]	adj. 神秘的；难以理解的
diary	[ˈdaɪəri]	n. 日记，日记簿
survive	[sərˈvaɪv]	v. 幸免于；活下来
bicycle	[ˈbaɪsɪkəl]	n. 自行车，脚踏车
sausage	[ˈsɔsɪʤ]	n. 香肠，腊肠
attack	[əˈtæk]	v. 攻击，进攻 n. 攻击，进攻
saw	[sɔ]	n. 锯子 v. 锯，锯开
indication	[ˌɪndəˈkeɪʃən]	n. 指示；表示；表明
attempt	[əˈtɛmpt]	v. 尝试，试图 n. 企图
submarine	[ˌsəbmərˈin]	adj. 水下的 n. 潜水艇
revolution	[ˌrɛvəˈluʃən]	n. 革命；旋转，绕转
overseas	[ˈoʊvərˈsiz]	adv. 海外 adj. 在海外的
oriental	[ˌɔriˈɛnəl]	adj. 东方的；东方国家的
for	[fər]	prep. 给；为；因为
manufacture	[ˌmænjəˈfækʧər]	v. 制造 n. 制造；产品
healthy	[ˈhɛlθi]	adj. 健康的；有益健康的
multiple	[ˈməltəpəl]	adj. 多的；多种的
cock	[kɑk]	n. 公鸡；雄禽；旋塞
actress	[ˈæktrəs]	n. 女演员
strap	[stræp]	n. 带子 v. 捆扎
economic	[ˌɛkəˈnɑmɪk]	adj. 经济的，经济学的
solution	[səˈluʃən]	n. 解决，解答；溶解
barrel	[ˈbɛrəl]	n. 桶；圆筒；枪管
hand	[hænd]	n. 手；指针
partly	[ˈpɑrtli]	adv. 部分地，不完全地
paw	[pɔ]	n. 脚爪，爪子
upset	[ˈəpˌsɛt]	v. 弄翻，打翻，倾覆
plunge	[plənʤ]	v. 使投入；使陷入
injury	[ˈɪnʤəri]	n. 损害，伤害；受伤处
hopeless	[ˈhoʊpləs]	adj. 没有希望的；绝望的
escape	[ɪˈskeɪp]	v. 逃跑；逸出 n. 逃跑
philosophy	[fəˈlɑsəfi]	n. 哲学；哲理；人生观
thrive	[θraɪv]	v. 兴旺，繁荣，旺盛
fireman	[ˈfaɪrmən]	n. 消防队员
awfully	[ˈɔfəli]	adv. 令人畏惧的；很
golden	[ˈgoʊldən]	adj. 金色的；极好的
technical	[ˈtɛknɪkəl]	adj. 技术的，工艺的
carrot	[ˈkɛrət]	n. 胡萝卜
concerning	[kənˈsərnɪŋ]	prep. 关于
lot	[lɔt]	pron.. 许多，大量 n. 抽签，抓阄
unlikely	[ənˈlaɪkli]	adj. 未必的，未必可能的
liar	[laɪər]	n. 说谎的人
family	[ˈfæməli]	n. 家，家庭；家族
hay	[heɪ]	n. 干草
stress	[strɛs]	n. 压力；重音 v. 着重
many	[ˈmɛni]	det.. 许多的 pron. 许多人
goal	[goʊl]	n. 目的；球门；得分
indefinite	[ˌɪnˈdɛfənət]	adj. 不明确的；不定的
inner	[ˈɪnər]	adj. 内部的；内心的
bear	[bɛr]	n. 熊；粗鲁的人
pretty	[ˈprɪti]	adj. 漂亮的，标致的
therefore	[ˈðɛrˌfɔr]	adv. 因此，所以
goose	[gus]	n. 鹅；雌鹅
afford	[əˈfɔrd]	v. 担负得起…；提供
pupil	[ˈpjupəl]	n. 学生，小学生
dairy	[ˈdɛri]	n. 牛奶场 adj. 乳制品
boundary	[ˈbaʊndəri]	n. 分界线，边界
afterward	[ˈæftərwərd]	adv. 后来，以后
fan	[fæn]	n. （运动等）狂热爱好者
election	[ɪˈlɛkʃən]	n. 选举；当选
wheat	[wit]	n. 小麦
plant	[plænt]	n. 植物；工厂 v. 栽种
page	[peɪʤ]	n. 页
spite	[spaɪt]	3、释义:n. 不顾；恶意，怨恨 v. 刁难，欺侮
relationship	[riˈleɪʃənˌʃɪp]	n. 关系；联系
grape	[greɪp]	n. 葡萄；葡萄藤
restrain	[riˈstreɪn]	v. 抑制，遏制；限制
dimension	[dɪˈmɛnʃən]	n. 尺寸，尺度；面积
saucer	[ˈsɔsər]	n. 茶托，浅碟
observer	[əbˈzərvər]	n. 观察员，观测者
hero	[ˈhɪroʊ]	n. 英雄；勇士；男主角
happen	[ˈhæpən]	v. 发生；碰巧，恰好
kick	[kɪk]	v. 踢 n. 踢
jet	[ʤɛt]	n. 喷气式飞机；喷嘴
chemistry	[ˈkɛmɪstri]	n. 化学
interaction	[ˌɪnərˈækʃən]	n. 相互作用；干扰
evil	[ˈivəl]	n. 祸害；邪恶 adj. 坏的
sponsor	[ˈspɑnsər]	n. 发起者 v. 发起
gown	[gaʊn]	n. 长袍，长外衣
shot	[ʃɑt]	n. 发射；弹丸；射门
gay	[geɪ]	adj. 快乐的；鲜明的
obstacle	[ˈɑbstəkəl]	n. 障碍，妨害；障碍物
sometime	[ˈsəmˌtaɪm]	adv. 在某一时候；从前
satisfactory	[ˌsætɪsˈfæktəri]	adj. 令人满意的，良好的
particularly	[ˌpɑrˈtɪkjələrli]	adv. 特别，尤其，格外
distribute	[dɪˈstrɪbjut]	v. 分发，分送；分布
reason	[ˈrizən]	n. 理由；理性 v. 推理
cross	[krɔs]	v. 穿过；使交叉
development	[dɪˈvɛləpmənt]	n. 发展；生长；开发
sour	[saʊər]	adj. 酸的；脾气坏的
disadvantage	[ˌdɪsədˈvænɪʤ]	n. 不利，不利地位
flush	[fləʃ]	v. （脸）发红
minor	[ˈmaɪnər]	adj. 较小的；较次要的
canvas	[ˈkænvəs]	n. 粗帆布；一块油画布
medical	[ˈmɛdɪkəl]	adj. 医学的；内科的
economical	[ˌɛkəˈnɑmɪkəl]	adj. 节约的；经济的
could	[kʊd]	modal. 能，会，可以（can的过去式）
oppress	[əˈprɛs]	v. 压迫，压制；压抑
acute	[əˈkjut]	adj. 敏锐的
Latin	[ˈlætən]	adj. 拉丁的 n. 拉丁语
rough	[rəf]	adj. 表面不平的；粗略的
merchant	[ˈmərʧənt]	n. 商人；零售商
other	[ˈəðər]	adj. 另外的；其余的
progressive	[prəˈgrɛsɪv]	adj. 进步的；向前进的
heal	[hil]	v. 治愈；使和解
competition	[ˌkɑmpəˈtɪʃən]	n. 竞争；比赛
court	[kɔrt]	n. 法院，法庭；庭院
drink	[drɪŋk]	v. 饮 n. 饮料
ball	[bɔl]	n. 球；球状物；舞会
organize	[ˈɔrgəˌnaɪz]	v. 组织；编组
remain	[rɪˈmeɪn]	v. 剩下，余留；保持
chart	[ʧɑrt]	n. 图，图表；海图
interference	[ˌɪnərˈfɪrəns]	n. 干涉，干预；阻碍
dock	[dɑk]	n. 船坞；码头
anchor	[ˈæŋkər]	n. 锚 v. 抛锚，停泊
breast	[brɛst]	n. 乳房；胸脯，胸膛
glance	[glæns]	v. 看一下 n. 一瞥
announce	[əˈnaʊns]	v. 宣布，宣告，发表
